"0000004446","Company","","0000000","00000","","","0","","","","20010515","ULMER","","","LIEF","","ES","","","2300","","","","","","","","","","2300","","","S","","","","","","","","","","","","","","","","","","","","2300","","","","00000000","","","00000000","","","","2300","X","X","","",""
"T-K500E06","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.06","","","","Frankfurt","","","","60123","","SCM500-06","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.06","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000100237","Company","","0000000","00000","","TRAD","0","","","","20070810","D049461","","","KRED","","DE","","","Becker Berlin","","","","Berlin","","","","13467","11","BECKER","","","E","","","","","","Calvinstrasse 36","","","","","","","","","","","","","","BECKER BERLIN","","BERLIN","","00000000","","","00000000","","","","","","","","",""
"0000000002","","","0000000","00000","","HITE","0","","","","19950516","LOEHLE","","","LIEF","","US","","","Electronic Components Distributor","","","","FOSTER CITY","SAN MATEO","","","94404","CA","ELECTRO","","","E","","","","","","Tower Lane 1082","","","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","","FOSTER CITY","","00000000","","","00000000","","","","","","","","0508169801",""
"TE-AC15","","","0000000","00000","","TRAD","0","","","","20030207","RENDES","","","LIEF","","US","","","American Sports Distributor Gr. 76","","","","PHILADELPHIA","PHILADELPHIA","","","19103","","AC205","","","E","","","","","","25 West Wilson Street","","","","","","","","","","","","","","AMERICAN SPORTS DISTRIBUT","","PHILADELPHIA","","00000000","","","00000000","","","","","X","X","","3910130001",""
"INTEEK","Company","","0000000","00000","","","0","","","","20120824","C5157655","","","LIFA","","US","","","INTEEK International","","","","AUTAUGAVILLE","AUTAUGA","","","","","INTEEK","","","E","","","","","","","","","","","","","","","","","","","","INTEEK INTERNATIONAL","","AUTAUGAVILLE","","00000000","","","00000000","","","","","","","","0100141511",""
"BALTUS17","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.17","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.17","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000022211","Firma","","0000000","00000","","TRAD","0","","","","20080521","GONSIOR","","","0001","","DE","","","PULSA","","","","Nörten-Hardenberg","","","","37176","","EUBICON","","","D","","","","","","Sibeliusstrasse 132","","05503-32786","","05503-32786","","","","X","","","","","","PULSA","","NÖRTEN-HARDENBERG","","00000000","","","00000000","","","","","","","","",""
"SE105","Company","","0000000","00000","","","0","","","","20111122","C5164287","","","0001","","DE","","","Supplier 105 GmBH","","","","Dresden","","","","","14","SUPPLIER 1","","","E","","","","","","","","","","","","","","","","","","","","SUPPLIER 105 GMBH","","DRESDEN","","00000000","","","00000000","","","","","X","","","",""
"T-K521B28","","","0000000","00000","","TRAN","0","","","","20030324","BURMANM","","","ZTMM","","DE","","","Nordspeed GmbH","Gr.28","","","Hamburg","","","","20745","","SCM52128","","","D","","","","","","Von-Arleger-Weg 23","","","","","","","","","","","","","","NORDSPEED GMBH","GR.28","HAMBURG","","00000000","","","00000000","","","","","X","X","","",""
"0000004447","","","0000000","00000","","","0","","","","20090622","OBERBOERSCHG","","","LIEF","","US","","","Plant Dallas 3500","","","","Dallas","DALLAS","","","75204","TX","PLANT DALL","","","E","","","","","","14021 Noel Road","","","","","","","","","","","","","","PLANT DALLAS 3500","","DALLAS","","00000000","","","00000000","","","","3500","X","X","","4411307601",""
"T-K500E07","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.07","","","","Frankfurt","","","","60123","","SCM500-07","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.07","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000100238","Company","","0000000","00000","","TRAD","0","","","","20070810","D049461","","","KRED","","US","","","ITelO","","","","NORTH HOLLYWOOD","LOS ANGELES","","","91602","","ITELO","","","E","","","","","","178 Morning Drive","","","","","","","","","","","","","","ITELO","","NORTH HOLLYWOOD","","00000000","","","00000000","","","","","","","","0503719001",""
"0000000005","Company","","0000000","00000","","","0","","","","20060622","C5055025","","","0001","","DE","","","Safety Clean Inc.","","","","New York","","","","73693","","SAFETY CLE","","","E","","","","","","Desoto Road","","410-525-0001","","","","","","","","","","","","SAFETY CLEAN INC.","","NEW YORK","","00000000","","","00000000","","","","","","","","",""
"IOT-CR-01","","","0000000","00000","","","0","","","","20110322","I821303","","","0005","","US","","","P&G Truck Lines","","","","Pittsburgh","ALLEGHENY","","","15204","PA","IOT-CR-01","","","E","","","","","","4075 Windgap Ave","","","","","","","","","","","","","","P&G TRUCK LINES","","PITTSBURGH","","00000000","","","00000000","","","","","","","","3900330401",""
"BALTUS18","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.18","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.18","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000022222","Company","","0000000","00000","","","0","","","","20050920","I010518","","","0001","","FR","","","Genérale de Fonderie","","","","Nantes","","","","44000","44","FR-GF","","","F","","","","","","1\, avenue du Général de Gaulle","","","","","","","","","","","","","","GENÉRALE DE FONDERIE","","NANTES","","00000000","","","00000000","","","","","","","","",""
"SE108","Company","","0000000","00000","","","0","","","","20120525","C5173672","","","ZICH","","AR","","","Supplier 108 GmBH","","","","MARBURY","AUTAUGA","","","","","","","","E","","","","","","","","","","","","","","","","","","","","SUPPLIER 108 GMBH","","MARBURY","","00000000","","","00000000","","","","","","","","0100141551",""
"0000004448","","","0000000","00000","","","0","","","","20111215","I032495","","","LIEF","","DE","","","plant 1500","","","","","","","","","","PLANT 1500","","","E","","","","","","","","","","","","","","","","","","","","PLANT 1500","","","","00000000","","","00000000","","","","1500","X","X","","",""
"T-K521B29","","","0000000","00000","","TRAN","0","","","","20030324","BURMANM","","","ZTMM","","DE","","","Nordspeed GmbH","Gr.29","","","Hamburg","","","","20745","","SCM52129","","","D","","","","","","Von-Arleger-Weg 23","","","","","","","","","","","","","","NORDSPEED GMBH","GR.29","HAMBURG","","00000000","","","00000000","","","","","X","X","","",""
"T-K500E08","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.08","","","","Frankfurt","","","","60123","","SCM500-08","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.08","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000100239","Company","","0000000","00000","","TRAD","0","","","","20070810","D049461","","","KRED","","RU","","","Russian Electronic Trading Company","","","","Moskau","","","","125719","","RUSSIAN TR","","","E","","","","","","Elektrosawodskaja 354","","","","","","","","","","","","","","RUSSIAN ELECTRONIC TRADIN","","MOSKAU","","00000000","","","00000000","","","","","","","","",""
"0000000008","","","0000000","00000","","TRAD","0","","","","20031124","BAUERE","","","0001","","MX","","","Jose Fernandez","","","","Mexico City","","","","11111","","DERPFI","","","E","","","","","","Via Rioja 1","","","","","","","","X","","","","","","JOSE FERNANDEZ","","MEXICO CITY","","00000000","","","00000000","","","","","","","","",""
"BALTUS19","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.19","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.19","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000023456","Company","","0000000","00000","","","0","","","","20090429","D025401","","","LIEF","","DE","","","No Copyright","","","","Oslo","","","","","","REA/COPY","","","E","","","","","","","","","","","","","","","","","","","","NO COPYRIGHT","","OSLO","","00000000","","","00000000","","","","","X","X","","",""
"SE211","","","0000000","00000","","","0","","","","20111215","I032495","","","VEND","","DE","","","Supplier 211 EMEA","","","","m","","","","","","211 EMEA","","","E","","","","","","","","","","","","","","","","","","","","SUPPLIER 211 EMEA","","M","","00000000","","","00000000","","","","","","","","",""
"0000004449","","","0000000","00000","","","0","","","","20111215","I032495","","","LIEF","","DE","","","Plant 1600","","","","","","","","","","PLANT 1600","","","E","","","","","","","","","","","","","","","","","","","","PLANT 1600","","","","00000000","","","00000000","","","","1600","X","X","","",""
"T-K521B30","","","0000000","00000","","TRAN","0","","","","20030324","BURMANM","","","ZTMM","","DE","","","Nordspeed GmbH","Gr.30","","","Hamburg","","","","20745","","SCM52130","","","D","","","","","","Von-Arleger-Weg 23","","","","","","","","","","","","","","NORDSPEED GMBH","GR.30","HAMBURG","","00000000","","","00000000","","","","","X","X","","",""
"T-K500E09","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.09","","","","Frankfurt","","","","60123","","SCM500-09","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.09","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000000010","","","0000000","00000","","","0","","","","20030428","THIBAULT","","","LIEF","","FR","","","Dupont de la Rivière","","","","Paris","","","","75000","","DUPONT","","","F","","","","","","rue des fleuves","","","","","","","","","","","","","","DUPONT DE LA RIVIÈRE","","PARIS","","00000000","","","00000000","","","","","X","X","","",""
"0000100243","","","0000000","00000","","","0","","","","20080609","EISENMANN","","","KRED","","US","","","Real Estate Trust","","","","Chicago","COOK","","","60618","IL","REAL ESTAT","","","E","","","","","","0 - 9999 W George St","","","","","","","","","","","","","","REAL ESTATE TRUST","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"BALTUS20","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.20","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.20","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"SE212","","","0000000","00000","","","0","","","","20111215","I032495","","","VEND","","DE","","","Supplier 212 EMEA","","","","","","","","","","212 EMEA","","","E","","","","","","","","","","","","","","","","","","","","SUPPLIER 212 EMEA","","","","00000000","","","00000000","","","","","","","","",""
"0000024000","","","0000000","00000","","TRAD","0","","","","20050404","PERRON","","","0001","","US","","","Speedy Couriers\, Inc","","","","Boston","SUFFOLK","","","02109","","LEGAL","","","E","","","","","","900 Justice Way","","","","","","","","X","","","","","","SPEEDY COURIERS\, INC","","BOSTON","","00000000","","","00000000","","","","","","","","2202501001",""
"0000004450","Company","","0000000","00000","","","0","","","","20111227","I031934","","","LIEF","","AR","","","DC Santa Fé\, Argentina","","","","","","","","","","SANTA FÉ","","","E","","","","","","","","","","","","","","","","","","","","DC SANTA FÉ\, ARGENTINA","","","","00000000","","","00000000","","","","7530","X","X","","",""
"T-K521C00","","","0000000","00000","","TRAN","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Jotachi Deutschland AG","Gr.00","","","Braunschweig","","","","38104","","SCM52100","","","D","","","","","","Am Triangel 10","","","","","","","","","","","","","","JOTACHI DEUTSCHLAND AG","GR.00","BRAUNSCHWEIG","","00000000","","","00000000","","","","","X","X","","",""
"IOT-CR-02","","","0000000","00000","","","0","","","","20110322","I821303","","","0005","","US","","","Global Cargo Systems","","","","Jersey City","HUDSON","","","07305","NJ","IOT-CR-02","","","E","","","","","","303 Port Jersey Blvd","","","","","","","","","","","","","","GLOBAL CARGO SYSTEMS","","JERSEY CITY","","00000000","","","00000000","","","","","","","","3101710701",""
"T-K500E10","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.10","","","","Frankfurt","","","","60123","","SCM500-10","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.10","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"TE-AC16","","","0000000","00000","","TRAD","0","","","","20030207","RENDES","","","LIEF","","US","","","American Sports Distributor Gr. 76","","","","PHILADELPHIA","PHILADELPHIA","","","19103","","AC205","","","E","","","","","","25 West Wilson Street","","","","","","","","","","","","","","AMERICAN SPORTS DISTRIBUT","","PHILADELPHIA","","00000000","","","00000000","","","","","X","X","","3910130001",""
"0000000015","Firma","","0000000","00000","","","0","","","","20040908","C5055025","","","0001","","DE","","","Tiedemeier Entsorgung GmbH","","","","Berlin","","","","11576","11","TIEDEMEIER","","","D","","","","","","Westendstraße","","","","","","","","","","","","","","TIEDEMEIER ENTSORGUNG GMB","","BERLIN","","00000000","","","00000000","","","","","","","","",""
"0000100248","","","0000000","00000","","","0","","","","20080725","I802911","","","KRED","","US","","","IDES Tool and Die","","","","Cincinnati","HAMILTON","","","45202","OH","IDES TOOL","","","E","","","","","","1 Main St","","","","","","","","","","","","","","IDES TOOL AND DIE","","CINCINNATI","","00000000","","","00000000","","","","","","","","3606104901",""
"SE301","","","0000000","00000","","","0","","","","20111104","MICHALSKY","","","0001","","DE","","","August Campmann / München","","","","München","","","","80867","09","SE301","","","E","","","","","","Frankfurter Ring 195","","","","","","","","","","","","","","AUGUST CAMPMANN / MÜNCHEN","","MÜNCHEN","","00000000","","","00000000","","","","","X","","","",""
"0000024001","","","0000000","00000","","TRAD","0","","","","20050404","PERRON","","","0001","","US","","","County Courthouse","","","","Boston","SUFFOLK","","","02109","","LEGAL","","","E","","","","","","800 Justice Way","","","","","","","","X","","","","","","COUNTY COURTHOUSE","","BOSTON","","00000000","","","00000000","","","","","","","","2202501001",""
"0000004451","Company","","0000000","00000","","","0","","","","20111227","I031934","","","LIEF","","AR","","","DC Mendoza\, Argentina","","","","","","","","","","MENDOZA","","","E","","","","","","","","","","","","","","","","","","","","DC MENDOZA\, ARGENTINA","","","","00000000","","","00000000","","","","7535","X","X","","",""
"T-K521C01","","","0000000","00000","","TRAN","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Jotachi Deutschland AG","Gr.01","","","Braunschweig","","","","38104","","SCM52101","","","D","","","","","","Am Triangel 10","","","","","","","","","","","","","","JOTACHI DEUTSCHLAND AG","GR.01","BRAUNSCHWEIG","","00000000","","","00000000","","","","","X","X","","",""
"T-K500E11","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.11","","","","Frankfurt","","","","60123","","SCM500-11","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.11","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000000025","","","0000000","00000","","","0","","","","20030224","BAUERE","","","0001","","DK","","","Metropol","","","","Copenhagen","","","","1000","","DERPFI","","","K","","","","","","Kronprinsensgade 11","","","","","","","","","","","","","","METROPOL","","COPENHAGEN","","00000000","","","00000000","","","","","","","","",""
"0000100253","","","0000000","00000","","","0","1-595 26 36","","","20090406","D031635","","","CPD","","AT","","","ERA Elektro Recycling Austria GmbH","","","","Wien","","","","1030","W","ERA","","","D","","","","","","Ungargasse 35","","1-595 26 36-0","","","","","X","","","","","","","ERA ELEKTRO RECYCLING AUS","","WIEN","","00000000","","","00000000","","","","","","","","",""
"SE302","","","0000000","00000","","","0","","","","20111104","MICHALSKY","","","0001","","DE","","","Frei und Söhne / Nürnberg","","","","Nürnberg","","","","90441","09","SE302","","","E","","","","","","Waldaustraße 13","","","","","","","","","","","","","","FREI UND SÖHNE / NÜRNBERG","","NÜRNBERG","","00000000","","","00000000","","","","","X","","","",""
"0000024002","","","0000000","00000","","TRAD","0","","","","20050404","PERRON","","","0001","","US","","","Magnum P.I.","","","","BOSTON","SUFFOLK","","","02109","","LEGAL","","","E","","","","","","24981 Aloha Way","","","","","","","","X","","","","","","MAGNUM P.I.","","BOSTON","","00000000","","","00000000","","","","","","","","2202501001",""
"0000004452","","","0000000","00000","","","0","","","","20120131","I031934","","","LIEF","","CN","","","DC HongKong","","","","HongKong","","","","","","HONGKONG","","","E","","","","","","","","","","","","","","","","","","","","DC HONGKONG","","HONGKONG","","00000000","","","00000000","","","","2840","X","X","","",""
"IOT-CR-03","","","0000000","00000","","","0","","","","20110322","I821303","","","0005","","NL","","","Europa Express","","","","Rozenberg","","","","3181 HK","12","IOT-CR-03","","","E","","","","","","Oranjelaan 46","","","","","","","","","","","","","","EUROPA EXPRESS","","ROZENBERG","","00000000","","","00000000","","","","","","","","",""
"T-K521C02","","","0000000","00000","","TRAN","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Jotachi Deutschland AG","Gr.02","","","Braunschweig","","","","38104","","SCM52102","","","D","","","","","","Am Triangel 10","","","","","","","","","","","","","","JOTACHI DEUTSCHLAND AG","GR.02","BRAUNSCHWEIG","","00000000","","","00000000","","","","","X","X","","",""
"TE-AC17","","","0000000","00000","","TRAD","0","","","","20030207","RENDES","","","LIEF","","US","","","American Sports Distributor Gr. 76","","","","PHILADELPHIA","PHILADELPHIA","","","19103","","AC205","","","E","","","","","","25 West Wilson Street","","","","","","","","","","","","","","AMERICAN SPORTS DISTRIBUT","","PHILADELPHIA","","00000000","","","00000000","","","","","X","X","","3910130001",""
"T-K500E12","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.12","","","","Frankfurt","","","","60123","","SCM500-12","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.12","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000000050","Company","","0000000","00000","","","0","","","","20060622","C5055025","","","0001","","DE","","","Central Logistics Inc.","","","","New York","","","","73701","","CENTRAL LO","","","E","","","","","","Greenhill Road","","610-430-0096","","","","","","","","","","","","CENTRAL LOGISTICS INC.","","NEW YORK","","00000000","","","00000000","","","","","","","","",""
"0000100254","Company","","0000000","00000","","","0","","","","20090406","D031635","","","CPD","","AT","","","Altstoff Recycling Austria","","","","WienWien","","","","1062","W","ARA","","","D","","","","","","Mariahilfer Straße 123","","","","","","","X","","","","","","","ALTSTOFF RECYCLING AUSTRI","","WIENWIEN","","00000000","","","00000000","","","","","","","","",""
"BALTUS21","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.20","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.20","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"SE303","","","0000000","00000","","","0","","","","20111109","MICHALSKY","","","0001","","DE","","","Vereinigte Industrie / Bamberg","","","","Bamberg","","","","96052","09","SE303","","","E","","","","","","Brennerstraße 14","","","","","","","","","","","","","","VEREINIGTE INDUSTRIE / BA","","BAMBERG","","00000000","","","00000000","","","","","X","","","",""
"0000004453","","","0000000","00000","","","0","","","","20120131","I031934","","","LIEF","","CN","","","DC Tai’an\, CN","","","","Tai'an","","","","","","TAI’AN","","","E","","","","","","","","","","","","","","","","","","","","DC TAI’AN\, CN","","TAI'AN","","00000000","","","00000000","","","","2835","X","X","","",""
"0000030000","","","0000000","00000","","HITE","0","","","","19971202","MONCHANIN","","","PLNT","","US","","","IDES US Inc.","","","","NEW YORK","NEW YORK","","","10019","NY","IDES IC","","","E","","","","","","1230 Lincoln Avenue","","212-345-0983","","212-345-5693","","","","","003000","","","","","IDES US INC.","","NEW YORK","","00000000","","","00000000","","","","","","","","3306120101",""
"IS_CARR1","","","0000000","00000","","TRAN","0","","","","20081107","I813408","","","TM2","","US","","","Global East Ocean Transport","","","","Long Beach","LOS ANGELES","","","90802","CA","TM6 IS","","","E","","","","","","1234 Ocean Blvd","","","","","","","","","","","","","","GLOBAL EAST OCEAN TRANSPO","","LONG BEACH","","00000000","","","00000000","","","","","","","","0503718601",""
"T-K521C03","","","0000000","00000","","TRAN","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Jotachi Deutschland AG","Gr.03","","","Braunschweig","","","","38104","","SCM52103","","","D","","","","","","Am Triangel 10","","","","","","","","","","","","","","JOTACHI DEUTSCHLAND AG","GR.03","BRAUNSCHWEIG","","00000000","","","00000000","","","","","X","X","","",""
"T-K500E13","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.13","","","","Frankfurt","","","","60123","","SCM500-13","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.13","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000000075","Firma","","0000000","00000","","","0","","","","20040908","C5055025","","","0001","","DE","","","Meier Logistics GmbH","","","","Berlin","","","","11588","11","MEIER L","","","D","","","","","","Industriestrasse 19","","","","","","","","","","","","","","MEIER LOGISTICS GMBH","","BERLIN","","00000000","","","00000000","","","","","","","","",""
"BALTUS22","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.22","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.22","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000100258","Company","","0000000","00000","","","0","027121993","","","20090422","D031635","","","CPD","","BE","","","BEBAT","","","","St. Stevens Woluwe","","","","1932","08","BEBAT","","","F","","","","","","Woluwedal 28/7","pvda@bebat.be","027121991","","","","","X","","","","","","","BEBAT","","ST. STEVENS WOLUWE","","00000000","","","00000000","","","","","","","","",""
"SE304","","","0000000","00000","","","0","","","","20111109","MICHALSKY","","","0001","","DE","","","Verkauf GmbH / Dortmund","","","","Dortmund","","","","44263","05","SE308","","","E","","","","","","Nortkirchenstraße 100","","","","","","","","","","","","","","VERKAUF GMBH / DORTMUND","","DORTMUND","","00000000","","","00000000","","","","","X","","","",""
"0000030001","Company","","0000000","00000","","","0","","","","20040705","PRETTIN","","","0001","","US","","","Ides Vendor for excise duty","","","","NEW YORK","NEW YORK","","","10001","","ED","","","E","","","","","","Beer Street","","","","","","","","","","","","","","IDES VENDOR FOR EXCISE DU","","NEW YORK","","00000000","","","00000000","","","","","","","","3306120101",""
"0000004711","","","0000000","00000","","","0","","","","19950928","HELMLE","","","0001","","DE","","","Cinsa GmbH & Co. KG","","","","Ravensburg","","","","88214","","CINSA","","","E","","","","","","Tettnager Strasse 34","","","","","","","","","","","DE655477882","","","CINSA GMBH & CO. KG","","RAVENSBURG","","00000000","","","00000000","","","","","","","","",""
"TE-AC18","","","0000000","00000","","TRAD","0","","","","20030207","RENDES","","","LIEF","","US","","","American Sports Distributor Gr. 76","","","","PHILADELPHIA","PHILADELPHIA","","","19103","","AC205","","","E","","","","","","25 West Wilson Street","","","","","","","","","","","","","","AMERICAN SPORTS DISTRIBUT","","PHILADELPHIA","","00000000","","","00000000","","","","","X","X","","3910130001",""
"IS_CARR2","","","0000000","00000","","TRAN","0","","","","20081107","I813408","","","TM2","","US","","","USA Rail Road Company","","","","Chicago","COOK","","","60608","IL","TM6 IS","","","E","","","","","","6000 Rail Terminal Road","","","","","","","","","","","","","","USA RAIL ROAD COMPANY","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"T-K521C04","","","0000000","00000","","TRAN","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Jotachi Deutschland AG","Gr.04","","","Braunschweig","","","","38104","","SCM52104","","","D","","","","","","Am Triangel 10","","","","","","","","","","","","","","JOTACHI DEUTSCHLAND AG","GR.04","BRAUNSCHWEIG","","00000000","","","00000000","","","","","X","X","","",""
"T-K500E14","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.14","","","","Frankfurt","","","","60123","","SCM500-14","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.14","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"0000000100","Company","","0000000","00000","","MBAU","0","","","","19950811","WEIS","","","0001","","DE","","","C.E.B. BERLIN","","","","Berlin","","","","12001","11","ALLGEMEIN","","","D","","","","","","Kolping Str. 15","","06894/55501-0","","06894/55501-100","","","","","","","DE456145834","","","C.E.B. BERLIN","","BERLIN","","00000000","","","00000000","","","","","","","","",""
"0000100259","","","0000000","00000","","","0","","","","20090422","D031635","","","CPD","","BE","","","Recupel","","","","","","","","","","RECUPEL","","","E","","","","","","","","","","","","","X","","","","","","","RECUPEL","","","","00000000","","","00000000","","","","","","","","",""
"BALTUS23","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.23","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.23","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"SE305","","","0000000","00000","","","0","","","","20111109","MICHALSKY","","","0001","","DE","","","Lieferungen GmbH / Essen","","","","Essen","","","","45128","05","SE305","","","E","","","","","","Rellinghauser Straße 1","","","","","","","","","","","","","","LIEFERUNGEN GMBH / ESSEN","","ESSEN","","00000000","","","00000000","","","","","X","","","",""
"0000030002","Company","","0000000","00000","","","0","","","","20040714","PRETTIN","","","0001","","CA","","","Vendor from Canada","","","","Quebec","","","","G1R 3X4","QC","CANADA","","","E","","","","","","1 Hop Street","","","","","","","","","","","","","","VENDOR FROM CANADA","","QUEBEC","","00000000","","","00000000","","","","","","","","",""
"0000004910","","","0000000","00000","","","0","","","","19941107","SACHSE","","","0001","","CA","","","D. & P. Forbes","","","","Toronto\, Ontario","","","","M4T 1E3","ON","D. & P. FO","","","E","","","","","","2303 Jackson Av.","","416 - 492 4411","","","","","","","","","","","","D. & P. FORBES","","TORONTO\, ONTARIO","","00000000","","","00000000","","","","","","","","",""
"IS_CARR3","","","0000000","00000","","TRAN","0","","","","20081107","I813408","","","TM2","","US","","","US West Trucking Company","","","","Chicago","COOK","","","60608","IL","TM6 IS","","","E","","","","","","3500 Main Street","","","","","","","","","","","","","","US WEST TRUCKING COMPANY","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"T-K521C05","","","0000000","00000","","TRAN","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Jotachi Deutschland AG","Gr.05","","","Braunschweig","","","","38104","","SCM52105","","","D","","","","","","Am Triangel 10","","","","","","","","","","","","","","JOTACHI DEUTSCHLAND AG","GR.05","BRAUNSCHWEIG","","00000000","","","00000000","","","","","X","X","","",""
"T-K500E15","Firma","","0000000","00000","","","0","","","","20030225","RENDES","","","LIEF","","DE","","","Elektroblitz GmbH Gr.15","","","","Frankfurt","","","","60123","","SCM500-15","","","D","","","","","","Mozartstraße 12","","069/8962-0","","","","","","X","","","","","","ELEKTROBLITZ GMBH GR.15","","FRANKFURT","","00000000","","","00000000","","","","","X","X","","",""
"BALTUS24","","","0000000","00000","","","0","","","","20020528","KLOESS","","","VEND","","DE","","","Baltus AG Gr.24","","","","Frankfurt","","","","60001","","SAP01","","","D","","","","","","Bauweg 3","","","","","","","","","","","","","","BALTUS AG GR.24","","FRANKFURT","","00000000","","","00000000","","","","","","","","",""
"0000100263","Company","","0000000","00000","","","0","","","","20090915","IO28092","","","0010","","JP","","","JCPRA","","","","Tokyo","","","","1050001","13","JCPRA","","","E","","","","","","Toranomon\,Minato-ku1-14-1","","","","","","","","","","","","","","JCPRA","","TOKYO","","00000000","","","00000000","","","","","","","","",""
